,index,high_nei,high_sim,low_nei,low_sim
32,32,"85, 76, 50","0.22936695192226744, 0.22609495204521535, 0.22549031500191022","51, 59, 93","26.300686, 32.096294, 60.365833"
33,33,"50, 1, 19","0.2844329612501947, 0.26589632630387133, 0.24722213664220086","70, 19, 8","13.186181, 17.366667, 17.48742"
34,34,"36, 25, 91","0.28407118147277316, 0.28315545409733883, 0.2645889309680183","6, 61, 71","117.44564, 164.62643, 178.63278"
35,35,"88, 74, 90","0.34806780364735773, 0.2662935533308662, 0.26386433306875295","51, 88, 38","12.806129, 14.856205, 16.042204"
36,36,"14, 96, 25","0.5142922437330444, 0.4578074273945827, 0.38433147186766053","20, 96, 14","19.230568, 19.251148, 19.284101"
37,37,"31, 72, 64","0.21594059881730623, 0.21525740344858688, 0.21375728075668532","42, 19, 86","20.714779, 22.328, 22.46115"
38,38,"55, 25, 73","0.26695653768804456, 0.26081446155088, 0.24257728135802883","35, 92, 90","16.042204, 20.260696, 22.786255"
39,39,"49, 42, 15","0.2469207620458844, 0.20383730858841975, 0.20170178150506304","58, 22, 79","30.688894, 44.32588, 65.326355"
40,40,"14, 23, 45","0.40532687642833437, 0.3664440273347564, 0.30830704302973505","49, 27, 48","3.5174172, 8.725045, 30.957397"
41,41,"86, 50, 75","0.3430042994475571, 0.3012256094366041, 0.28542627586760827","77, 76, 75","24.637789, 28.169847, 30.160995"
42,42,"50, 73, 82","0.3356885785278081, 0.3276578886126666, 0.3044483130513193","74, 37, 97","12.6103945, 20.714779, 20.92702"
43,43,"68, 29, 99","0.24534220082429067, 0.2073554531770397, 0.18902044828784928","47, 5, 23","13.704578, 24.813316, 28.749687"
44,44,"15, 69, 75","0.2997823324116378, 0.2823371874774015, 0.2723010491262918","59, 98, 97","29.183949, 30.026474, 62.699837"
45,45,"25, 50, 72","0.44303718385308827, 0.3857724196706922, 0.37842061432115387","25, 84, 80","8.667429, 19.292736, 22.672663"
46,46,"58, 47, 22","0.2530210571237453, 0.2525616030232983, 0.23824228208419726","65, 68, 66","29.763184, 33.336205, 35.00053"
47,47,"23, 20, 72","0.4923222279087824, 0.4210048621936846, 0.3814567672113312","43, 23, 72","13.704578, 19.92915, 29.015295"
48,48,"10, 4, 52","0.22830832847044627, 0.22267280535974163, 0.22246624584819752","90, 40, 27","17.188293, 30.957397, 32.67922"
49,49,"39, 57, 58","0.2469207620458844, 0.2198987296884193, 0.219163382360678","40, 27, 33","3.5174172, 23.15839, 25.512817"
50,50,"23, 14, 73","0.41723129660003483, 0.3990525705691437, 0.3897655303962276","12, 18, 8","9.196861, 12.759838, 14.339549"
51,51,"88, 90, 50","0.346517014599375, 0.32821171356347545, 0.3162819155724666","35, 88, 32","12.806129, 19.918226, 26.300686"
52,52,"10, 48, 36","0.22760005678082554, 0.22246624584819752, 0.2217364663654862","8, 66, 27","19.283688, 22.77307, 34.207066"
53,53,"26, 92, 75","0.2026594385517855, 0.18866574034706426, 0.18778326012023197","26, 92, 15","20.893408, 26.619755, 39.143616"
54,54,"34, 24, 80","0.26431616968208044, 0.2135739349782649, 0.2100972592709254","55, 22, 39","228.27376, 623.4817, 649.5459"
55,55,"91, 38, 74","0.3013934368632502, 0.26695653768804456, 0.2571706775626297","54, 39, 22","228.27376, 1060.4475, 1215.6797"
56,56,"0, 18, 10","0.2200459654150714, 0.20691695582008293, 0.1986732572333739","81, 46, 66","47.953243, 77.53018, 109.347664"
57,57,"49, 86, 41","0.2198987296884193, 0.2149764336293769, 0.181014654409788","87, 60, 31","47.04741, 51.047806, 80.4326"
58,58,"45, 12, 25","0.2956263815304731, 0.2844505657596846, 0.281647303920702","25, 1, 39","17.455923, 23.63415, 30.688894"
59,59,"88, 65, 50","0.28738584585793114, 0.2737260478119479, 0.22852710354137895","88, 51, 44","15.148872, 28.159195, 29.183949"
60,60,"20, 23, 50","0.22274895187035196, 0.21419115091402816, 0.21227192755435761","85, 10, 87","20.10737, 32.924847, 34.123436"
61,61,"36, 7, 68","0.283961710554329, 0.24282567048079132, 0.22748737899790908","6, 62, 56","34.08371, 68.16718, 110.0675"
62,62,"91, 79, 45","0.28964384128226434, 0.2748492083217588, 0.27281008988812855","91, 1, 21","23.550005, 32.322784, 33.588703"
63,63,"14, 23, 82","0.3464130796844107, 0.32426618851067074, 0.27692104074648705","76, 94, 13","15.357273, 23.539753, 24.069897"
64,64,"99, 72, 5","0.31529899326106486, 0.2984362040738818, 0.2962417692845189","99, 2, 67","58.571335, 84.32268, 150.94774"
65,65,"59, 95, 36","0.2737260478119479, 0.23453017450506766, 0.22598368610719086","68, 94, 13","11.668496, 21.66267, 25.679705"
66,66,"83, 82, 7","0.2709544994623996, 0.2622154389806827, 0.25544170718991926","18, 52, 46","18.765717, 22.77307, 35.00053"
67,67,"68, 0, 21","0.2224548510506595, 0.18763139058717926, 0.18635842249830356","2, 0, 99","18.526665, 30.131516, 32.924324"
68,68,"14, 30, 71","0.3066819519647009, 0.3028744576721793, 0.29410526240016616","65, 46, 94","11.668496, 33.336205, 34.848507"
69,69,"42, 44, 73","0.29665887061032165, 0.2823371874774015, 0.2626955299717356","86, 97, 17","16.056568, 20.310455, 21.080015"
70,70,"72, 25, 50","0.2543832568649002, 0.23436166730490313, 0.2336269081839668","33, 83, 50","13.186181, 13.338613, 14.580123"
71,71,"68, 14, 36","0.29410526240016616, 0.25551524433231976, 0.23669995679534683","6, 1, 58","50.21939, 140.73149, 146.54059"
72,72,"23, 91, 12","0.4220780900008852, 0.4137234881171145, 0.3962760704971882","84, 91, 14","10.727574, 21.62217, 24.280388"
73,73,"50, 42, 82","0.3897655303962276, 0.3276578886126666, 0.317005608946397","83, 86, 19","11.359007, 16.477434, 17.90167"
74,74,"82, 88, 50","0.28143099244282666, 0.2795173514324886, 0.2793017601287545","42, 90, 35","12.6103945, 15.92751, 17.418943"
75,75,"25, 98, 77","0.3604617631989853, 0.3190464594593461, 0.29259516584485246","77, 85, 70","10.707763, 18.72559, 20.807108"
76,76,"18, 82, 23","0.2904338732218846, 0.2627184566480592, 0.2619221932010148","63, 77, 12","15.357273, 20.747902, 25.101543"
77,77,"17, 75, 98","0.3183311900866838, 0.29259516584485246, 0.28799625822989167","75, 70, 12","10.707763, 16.73518, 20.578943"
78,78,"68, 6, 84","0.22311078991598407, 0.20706733210830322, 0.19820478257378804","36, 30, 20","43.58681, 73.76325, 74.5294"
79,79,"25, 92, 45","0.32877710603568433, 0.30245437240251366, 0.2769848912574084","25, 24, 80","15.131315, 17.572947, 22.575893"
80,80,"14, 25, 82","0.38424833375862927, 0.36752470318557845, 0.32027633151043383","24, 96, 79","13.621681, 19.51874, 22.575893"
81,81,"98, 75, 25","0.2632833513000183, 0.22994881062522501, 0.22350583450460015","66, 56, 52","40.28535, 47.953243, 48.691185"
82,82,"14, 96, 23","0.4884835785577606, 0.4770576157752518, 0.4156265265450773","4, 28, 27","28.419645, 34.018177, 35.218224"
83,83,"23, 9, 82","0.3209374527001668, 0.28731985317316694, 0.28593392066619766","73, 70, 19","11.359007, 13.338613, 17.586224"
84,84,"72, 50, 80","0.32072693458416895, 0.3073905616678205, 0.29881433354286097","72, 45, 14","10.727574, 19.292736, 22.12222"
85,85,"86, 80, 50","0.2910930469581727, 0.28093484421419695, 0.2803131415520765","75, 60, 83","18.72559, 20.10737, 21.476192"
86,86,"41, 50, 12","0.3430042994475571, 0.33589962550402613, 0.3174007554393499","69, 73, 37","16.056568, 16.477434, 22.46115"
87,87,"86, 41, 84","0.2662661599575999, 0.21599763839020839, 0.21320019223154393","60, 75, 85","34.123436, 35.455215, 35.88931"
88,88,"35, 51, 50","0.34806780364735773, 0.346517014599375, 0.34238580710487265","97, 35, 59","14.483066, 14.856205, 15.148872"
89,89,"4, 85, 73","0.2551796823358552, 0.2335799466302587, 0.2233780438019264","95, 16, 87","63.379852, 65.67232, 73.431656"
90,90,"51, 50, 64","0.32821171356347545, 0.2989686654600517, 0.28732107630046383","74, 48, 38","15.92751, 17.188293, 22.786255"
91,91,"72, 82, 55","0.4137234881171145, 0.3259733596302657, 0.3013934368632502","72, 21, 62","21.62217, 22.522017, 23.550005"
92,92,"79, 24, 98","0.30245437240251366, 0.2737793960536388, 0.2601515641556574","38, 26, 53","20.260696, 25.691477, 26.619755"
93,93,"90, 64, 26","0.1997980591487578, 0.16491179993023444, 0.16075281865172572","26, 53, 51","28.955994, 45.299263, 46.64519"
94,94,"65, 82, 20","0.22587694669212607, 0.20447432764606102, 0.196106553133401","65, 63, 43","21.66267, 23.539753, 32.346264"
95,95,"36, 2, 82","0.2688977044795079, 0.2658568805605757, 0.2435263077133422","0, 41, 16","32.55771, 32.9568, 34.03762"
96,96,"82, 36, 25","0.4770576157752518, 0.4578074273945827, 0.44062794131513044","14, 36, 80","17.929554, 19.251148, 19.51874"
97,97,"77, 98, 38","0.24435565490274633, 0.24367580318416948, 0.24184681012529466","88, 98, 69","14.483066, 15.879695, 20.310455"
98,98,"75, 77, 81","0.3190464594593461, 0.28799625822989167, 0.2632833513000183","97, 69, 17","15.879695, 23.55274, 26.926416"
99,99,"64, 20, 72","0.31529899326106486, 0.2700677548969812, 0.26302753450195276","2, 67, 64","29.54232, 32.924324, 58.571335"
