,index,high_nei,high_sim,low_nei,low_sim
37,37,"12, 3, 33","0.6966628734627313, 0.6336025005229226, 0.582598692346132","20, 58, 33","0.041020855, 0.10262888, 0.16156179"
38,38,"49, 22, 50","0.6374037988428866, 0.62885546901589, 0.5261523775555642","22, 49, 70","0.0415596, 0.13112056, 0.30983424"
39,39,"74, 90, 2","0.7579165058149459, 0.7517235378971411, 0.7316697511856525","2, 90, 10","0.023999877, 0.0940249, 0.13758385"
40,40,"6, 71, 15","0.7841750367510816, 0.7087160207250994, 0.7085388891961468","6, 71, 61","0.07666216, 0.102890335, 0.13281646"
41,41,"54, 82, 48","0.6452180647674018, 0.6375402211643857, 0.630803283062206","82, 56, 48","0.067560546, 0.09980194, 0.13136257"
42,42,"77, 16, 11","0.9044971959463527, 0.7606911093851367, 0.7447620302079556","77, 53, 27","0.092343256, 0.13286807, 0.29165408"
43,43,"90, 10, 13","0.7669376657227492, 0.6929436953580773, 0.6762675746079644","90, 86, 10","0.055934224, 0.11842236, 0.1539288"
44,44,"18, 62, 76","0.8193062013134684, 0.7934652992663355, 0.767388269010114","74, 62, 11","0.05493327, 0.065852694, 0.28943112"
45,45,"78, 74, 39","0.7508874257361281, 0.7383962368888304, 0.7162235408284332","78, 33, 58","0.02265599, 0.16770512, 0.19558021"
46,46,"5, 66, 36","0.7700307459037022, 0.7159622877662712, 0.6980462580326071","36, 66, 5","0.06609533, 0.09289086, 0.09381609"
47,47,"91, 74, 92","0.614641805070646, 0.5977632485315042, 0.5927501212205752","76, 74, 24","0.096801445, 0.20990033, 0.282444"
48,48,"54, 59, 82","0.7389330337053062, 0.7232633723629842, 0.6731783032222454","51, 0, 52","0.077945925, 0.09176983, 0.12128802"
49,49,"50, 38, 70","0.6501278932612886, 0.6374037988428866, 0.6231857728865542","8, 22, 38","0.049092513, 0.11064011, 0.13112056"
50,50,"25, 49, 53","0.6687891326023989, 0.6501278932612886, 0.6499509641783765","27, 42, 68","0.0856891, 0.58060765, 0.61448675"
51,51,"82, 52, 59","0.7024891966790182, 0.6607197457801318, 0.6492724659414633","52, 0, 48","0.008682671, 0.010235114, 0.077945925"
52,52,"51, 0, 48","0.6607197457801318, 0.6130283341592963, 0.5886151418605092","51, 0, 48","0.008682671, 0.032153226, 0.12128802"
53,53,"77, 27, 42","0.7095011168718973, 0.7023621929589415, 0.6888045720115044","94, 85, 42","0.07714078, 0.124382555, 0.13286807"
54,54,"48, 56, 59","0.7389330337053062, 0.7174789435486354, 0.7136925721918581","59, 3, 73","0.15126027, 0.17690347, 0.18026705"
55,55,"11, 16, 68","0.9393325716131693, 0.896123011406608, 0.8855696735960812","34, 99, 9","0.010677686, 0.0314599, 0.04478795"
56,56,"54, 9, 97","0.7174789435486354, 0.7088350978217093, 0.6828871428551151","41, 88, 17","0.09980194, 0.10902221, 0.2381868"
57,57,"11, 99, 55","0.86085697434412, 0.8589834749106308, 0.8581910189740275","99, 55, 97","0.033010546, 0.08851118, 0.092767246"
58,58,"20, 45, 56","0.6722107509021615, 0.6537247972363627, 0.639034329412045","37, 33, 20","0.10262888, 0.1250801, 0.15639566"
59,59,"48, 54, 51","0.7232633723629842, 0.7136925721918581, 0.6492724659414633","98, 41, 54","0.08156149, 0.14207155, 0.15126027"
60,60,"24, 95, 91","0.6116617274341497, 0.61092606497003, 0.5946180985955267","95, 91, 29","0.026100345, 0.11157745, 0.15340018"
61,61,"25, 7, 9","0.7345241700398171, 0.6980654956948299, 0.681419665184502","40, 6, 25","0.13281646, 0.14358556, 0.1686659"
62,62,"44, 16, 11","0.7934652992663355, 0.7818511441272765, 0.7642063634217653","74, 44, 23","0.023623036, 0.065852694, 0.17935401"
63,63,"86, 98, 10","0.5917624766942632, 0.5203087967623684, 0.5175550596751151","86, 43, 45","0.057983495, 0.23790224, 0.41915008"
64,64,"35, 12, 85","0.578403890538018, 0.5697519213262074, 0.5605964927352289","32, 85, 13","0.1918083, 0.20841049, 0.24625643"
65,65,"66, 55, 16","0.729820927729466, 0.6838826836543525, 0.6733134046465862","66, 7, 25","0.07505319, 0.17307532, 0.21012987"
66,66,"65, 46, 9","0.729820927729466, 0.7159622877662712, 0.7136949786142956","65, 46, 5","0.07505319, 0.09289086, 0.13175502"
67,67,"96, 18, 44","0.6734390690209898, 0.6688307860147782, 0.641680546701053","13, 32, 35","0.04679074, 0.058418036, 0.11716482"
68,68,"99, 55, 15","0.9026203754272267, 0.8855696735960812, 0.8852451685577282","9, 55, 34","0.01763509, 0.0829957, 0.10336651"
69,69,"65, 31, 84","0.6224821030421162, 0.6216015739710031, 0.6183061125697764","31, 79, 84","0.006491494, 0.059881862, 0.06675111"
70,70,"8, 75, 49","0.6633355671834031, 0.6481175449287105, 0.6231857728865542","75, 80, 49","0.021547396, 0.06178489, 0.15907979"
71,71,"4, 40, 7","0.7266570420118084, 0.7087160207250994, 0.6929433604588573","19, 40, 72","0.05998649, 0.102890335, 0.13100034"
72,72,"19, 4, 1","0.6956884384925334, 0.6277721790461595, 0.6185095061242568","19, 71, 4","0.014865698, 0.13100034, 0.15248816"
73,73,"3, 54, 12","0.6876703555279116, 0.6456465652381258, 0.6322930949328877","3, 12, 98","0.020628428, 0.06614147, 0.07767978"
74,74,"39, 45, 68","0.7579165058149459, 0.7383962368888304, 0.7321109027599365","62, 44, 47","0.023623036, 0.05493327, 0.20990033"
75,75,"70, 8, 49","0.6481175449287105, 0.6041427120740874, 0.5968968645066948","70, 80, 8","0.021547396, 0.082707465, 0.20892644"
76,76,"44, 18, 33","0.767388269010114, 0.7475267933659845, 0.7131604260826461","47, 81, 74","0.096801445, 0.16960527, 0.23552601"
77,77,"42, 16, 11","0.9044971959463527, 0.7263727921812203, 0.7137899558482433","42, 53, 16","0.092343256, 0.13558601, 0.16438565"
78,78,"45, 2, 9","0.7508874257361281, 0.7489715627325281, 0.743376444187936","45, 33, 58","0.02265599, 0.07416008, 0.16920914"
79,79,"84, 21, 31","0.6610630415550912, 0.6463476483747359, 0.6156144392250634","84, 69, 31","0.0017405939, 0.059881862, 0.100051455"
80,80,"3, 70, 75","0.5692667417266816, 0.5616310264469017, 0.5590546374717797","70, 75, 26","0.06178489, 0.082707465, 0.22077593"
81,81,"76, 46, 25","0.6742265955970862, 0.6570898611396034, 0.656929603727656","28, 76, 95","0.050432, 0.16960527, 0.20131806"
82,82,"51, 48, 41","0.7024891966790182, 0.6731783032222454, 0.6375402211643857","41, 48, 52","0.067560546, 0.1380056, 0.15544517"
83,83,"98, 59, 54","0.6664494131744059, 0.6427949957900336, 0.635300206204496","98, 26, 12","0.24665035, 0.26199132, 0.3469138"
84,84,"79, 31, 69","0.6610630415550912, 0.6417369514949792, 0.6183061125697764","79, 69, 31","0.0017405939, 0.06675111, 0.10497817"
85,85,"32, 89, 23","0.6424957423514837, 0.6289426473988305, 0.6282863464316287","13, 32, 53","0.025128461, 0.06871127, 0.124382555"
86,86,"10, 78, 90","0.7113927027572642, 0.6900916034281585, 0.6885279374148047","63, 43, 90","0.057983495, 0.11842236, 0.30001742"
87,87,"84, 21, 79","0.5232606175581386, 0.4990537104476832, 0.4650669306002509","97, 15, 99","0.020693474, 0.16588959, 0.17377532"
88,88,"17, 96, 56","0.6060932462039351, 0.5832524534193112, 0.5806409556995601","17, 56, 30","0.07172873, 0.10902221, 0.12914081"
89,89,"23, 94, 93","0.6926612557417097, 0.6824991713738634, 0.6607124953231674","18, 94, 67","0.05511005, 0.10944507, 0.23384953"
90,90,"43, 39, 10","0.7669376657227492, 0.7517235378971411, 0.7116936625884916","10, 43, 2","0.035298705, 0.055934224, 0.09264376"
91,91,"33, 78, 2","0.7783016527997716, 0.7254483110226688, 0.722210118553584","33, 60, 78","0.09913497, 0.11157745, 0.18187088"
92,92,"41, 21, 6","0.6048017404024087, 0.597555655904148, 0.5960546562079284","21, 30, 31","0.1280132, 0.22824916, 0.22933824"
93,93,"23, 89, 14","0.6958797623474531, 0.6607124953231674, 0.6344172119482802","96, 23, 18","0.11057758, 0.1493641, 0.2020404"
94,94,"18, 44, 76","0.7509205018766032, 0.7196298334145511, 0.7062170083321334","53, 89, 67","0.07714078, 0.10944507, 0.17640758"
95,95,"33, 76, 91","0.739121844807544, 0.701728027070821, 0.6948939708835038","60, 29, 28","0.026100345, 0.056372356, 0.15560059"
96,96,"18, 44, 20","0.8211830296204098, 0.7483085039976812, 0.7220951752202962","93, 18, 39","0.11057758, 0.16877562, 0.26135188"
97,97,"15, 68, 99","0.892358750184669, 0.8851345047484177, 0.8798128063804684","87, 57, 99","0.020693474, 0.092767246, 0.11248712"
98,98,"83, 54, 3","0.6664494131744059, 0.6419420886638109, 0.64107155038519","73, 59, 12","0.07767978, 0.08156149, 0.12764551"
99,99,"68, 15, 97","0.9026203754272267, 0.885117098494095, 0.8798128063804684","55, 57, 9","0.0314599, 0.033010546, 0.05546931"
